LTT 3780 c	0.2883610843538164	0.0781669138788103	0.08109669696103344
K2-18 b	0.2864830035705108	0.09023351855464168	0.09725938849263005
GJ 1214 b	0.22136819822055562	0.08594125968677266	0.07748269575374858
TOI-270 c	0.2807321100382953	0.08220429708053162	0.08356128643463562
K2-25 b	0.2868068436602572	0.082327983758829	0.09196672640047276
TOI-269 b	0.21467757970840484	0.10456091911346466	0.07928346841781586
TOI-1231 b	0.236246593900629	0.0737448415240726	0.06680833487897306
AU Mic c	0.25944061775703925	0.07419528265495795	0.07747946481208307
GJ 3090 b	0.2929653558167848	0.09572357267469495	0.0777764883604613
Kepler-26 b	0.2470928240824748	0.08343897352705487	0.07699962367524615
Kepler-26 c	0.251691307331826	0.08689793517759015	0.084313069079612
TOI-1201 b	0.294617548182204	0.08486469049711487	0.0724764917347882
TOI-1470 c	0.23536682218402716	0.09820443481296393	0.08089619785457758
TOI-1685 b	0.5341185728708904	0.0713395277659099	0.11183293660481763
L 98-59 d	0.45781806979451456	0.08050719771657266	0.20329829182352743
K2-146 b	0.42457245384250675	0.07593123708759342	0.20246376003231015
K2-146 c	0.3950855105488866	0.08007877760821275	0.13909876650876113
TOI-776 b	0.4414973986280096	0.07783324838997246	0.2030545341837275
TOI-270 d	0.3762751117840902	0.07995985900317587	0.23242957438076578
TOI-1470 b	0.43557308075783613	0.07254240868447187	0.19815476777197955
TOI-1801 b	0.3995146064667611	0.0767484216599374	0.23279399586630772
TOI-2136 b	0.33844647524473787	0.07900062916395784	0.09310241820695281
GJ 3053 b	0.6649380279136253	0.03849493985896835	0.041066710894052894
GJ 3053 c	0.7413732893951424	0.031212259102631368	0.04014910383148118
LHS 1478 b	0.7332983497862104	0.033602583814072995	0.033056330275129886
TOI-1634 b	0.6716202484356152	0.035270808814643506	0.10389042031896245
GJ 3473 b	0.685179783059312	0.038994861794663604	0.0917041767108906
L 98-59 c	0.6559834738035459	0.0432460565824766	0.05447796389863302
GJ 357 b	0.6905418001972996	0.04002421730392802	0.05564839011794698
TOI-1235 b	0.6764638645274265	0.035276315890036325	0.037254907407082816
GJ 1132 b	0.7435632557482332	0.03113921590753499	0.04269740871480998
LTT 3780 b	0.7272544355244488	0.03155235956619684	0.08632220317412909
GJ 486 b	0.7433358312727095	0.03183590184460894	0.029997062575709665
GJ 1252 b	0.6850442683493888	0.03379629013893959	0.07563533427359703
TRAPPIST-1 b	0.6927519765224781	0.04290059474376107	0.06828191610905265
TRAPPIST-1 c	0.6899525200998461	0.04136672374364492	0.06614515426996592
TRAPPIST-1 d	0.6732912983622279	0.05231806895396374	0.05770662167408802
TRAPPIST-1 e	0.6818843920070965	0.0459753115017254	0.06550063301731757
TRAPPIST-1 f	0.6497863643878214	0.05332053835327555	0.052361775088954676
TRAPPIST-1 g	0.637836391980703	0.05193322425609359	0.07387489551777116
TRAPPIST-1 h	0.6524424039207779	0.06108237136233674	0.06536673676144256
CD-60 8051 b	0.820169471047662	0.018802665017388587	0.019893624045111413
TOI-270 b	0.7123488595893791	0.035309355538170606	0.04127832146378252
GJ 367 b	0.9404660420374827	0.005296881671424392	0.007824186806206224
GJ 3929 b	0.8041908025025606	0.021286535191464395	0.029157114100527792
GJ 806 b	0.6447281117911812	0.04487030463175734	0.056871724558306136
HD 260655 b	0.7334577700158617	0.031636204387809896	0.07210019621643815
HD 260655 c	0.5819877889063265	0.058067491283645856	0.1589462850186918
L 98-59 b	0.6546744478715433	0.037543333865500794	0.048290334843300475
LTT 1445 A b	0.858353954774362	0.01478408001087328	0.02729811050273756
LTT 1445 A c	0.707579903714769	0.03690718900453338	0.08554745424497834
TOI-1075 b	0.7389453350602686	0.0286213456689417	0.03513017305740718
TOI-1452 b	0.5587663063415893	0.05854958385318598	0.07102626472622076
TOI-1695 b	0.5437961800081714	0.0609054548723682	0.14299309420752682
TOI-244 b	0.5377216084941372	0.07337418637118187	0.18807854809918556
